,Link,Body_text
10,https://www.iha.com.tr/haber-hdp-onundeki-evlat-nobeti-249uncu-gununde-843797/,"
	Çocuklarının terör örgütü PKK tarafından kaçırıldığı iddiası ile 3 Eylül 2019'de farklı illerden Diyarbakır'a gelerek HDP il binası önünde oturma eylemi başlatan ailelerin evlat nöbeti 249'uncu gününe girdi. Hakkari'nin Yüksekova ilçesinde 2015 yılında 14 yaşında Kur'an kursuna giderken kaçırılan oğlu Hamza için eyleme devam eden anne Zümrüt Salim, HDP il binası önünden oğlu için, çocuklar için gitmeyecekleri söyledi. Salim, ""249 gündür biz buradayız. Evlat için buradayız, biz mücadelemize devam edeceğiz. çocuklarımızı bırakmadan eve gitmeyeceğiz. HDP'ye sesleniyorum. Bizim çocuklarımızı nasıl götürmüşlerse öyle getirsinler. Niye bizim çocuklarımızı dağa gönderdiler, niye kendi çocuklarını göndermiyorlar. Hamza oğlum, sana sesleniyorum. Eğer beni görüyorsan, duyuyorsan eve dön, o yol senin yolun değil. Oğlum, sen Kur'an-ı Kerim okumuştun, sen hafız olacaktın. O yer, senin yerin değil"" dedi.
Rıdvan Kılıç"
11,https://www.iha.com.tr/haber-erzurumda-hafif-siddetli-deprem-843793/,"
	 Kandilli Rasathanesinden alınan verilere göre; bugün sabah 10.27 sularında merkez üssü Köprüköy ilçesi Yılanlı Mahallesinde 2,7 büyüklüğünde hafif şiddetli deprem meydana geldi. Depremde can ve mal kaybı yaşanmadığı öğrenildi.
Murat Çankaya
	 "
12,https://www.iha.com.tr/haber-yeni-dogan-bebekler-icin-hastanede-siperlik-uretiliyor-843792/,"
	Ankara'da SBÜ Etlik Zübeyde Hanım Kadın Hastalıkları Eğitim ve Araştırma Hastanesi'nde yeni doğan bebekler ve anneleri için siperlik üretiliyor. Anne ve bebek için günde yaklaşık 300 siperliğin üretildiği hastanede, miniklerin ve lohusa kadınların alınan tedbirlerle yeni tip korona virüsten korunması hedefleniyor. Hastane terzisinin rengârenk kumaşlarla diktiği koruyucu ekipmanlar bu zor süreçte yeni doğum yapan annelerin yüzünü güldürüyor.
	Konuya ilişkin açıklama yapan SBÜ Etlik Zübeyde Hanım Kadın Hastalıkları Eğitim ve Araştırma Hastanesi Başhekimi Prof. Dr. Yaprak Üstün, gebelik sürecinde anneden bebeğe bulaş olmadığını belirterek, “Ama biliyoruz ki yeni doğan bebeklerde iki günden sonra korona virüs tespit edilmeye başladı çalışmalardan. Dolayısıyla yeni doğan bebekler bu virüsle karşı karşıya kaldıklarında çok savunmasızlar ve bu virüsü rahatlıkla alabiliyorlar. Çünkü bağışıklık sistemleri daha gelişmemiş. Yeni doğanları maskeyle koruyamayız. İki yaş altına maske takmamız uygun değil, solunum durmasına gidebilecek sıkıntılar oluşturabilir. Onları bir şekilde korumamız lazım. Bu koruma noktasında da siperlikleri düşündük ve yeni doğanlar için hastanemizde siperlik üretmeye başladık. Her bebeğimize doğumdan sonra siperliklerimizi takıyoruz” dedi.

“Hastaneye sık gidişlere gerek yok”
	Korona virüs sürecinde hastaneye gidişlerle ilgili ailelere tavsiyelerde bulunan Üstün, “Gebelik süreci içerisinde mutlaka en az 4 kez muayene edip görmemiz gerekiyor. Gebelik muayeneleri bu korona virüs döneminde ertelenemez. Ancak tabi cinsiyet öğrenme gibi sık gidişlere de gerek yok. Yeni doğan ve daha sonraki çocukluk dönemlerinde de aileler çocuklarında farklı semptomlar fark ederlerse bu solunum yolu sistemiyle ilgili olabilir, başka sistemlerle ilgili olabilir farklılık tespit ettiklerinde hekime götürmeleri lazım” diye konuştu.
	Hastanede günlük çok sayıda doğum gerçekleştiğini vurgulayan Üstün, her yeni doğana mutlaka taktıkları siperliklerin bebeklerin sonraki aşı ve kontrol süreçlerinde de kullanılması gerektiğine dikkat çekti.
“Anne sütü başlı başına bebeğin bağışıklık sistemini güçlendirmek için en önemli kaynak”
	Yeni doğanların bağışıklıklarının düşük olduğuna işaret eden Üstün, annelere önerilerde bulunarak, “Bağışıklık sistemlerini yeni doğanların güçlendirmek için anne sütü ilk 6 ay sadece anne sütü. Anne sütü başlı başına bebeğin bağışıklık sistemini güçlendirmek için en önemli kaynak. Süt yettiği sürece sadece anne sütü. Lohusalık dönemi de bağışıklık sisteminin baskılanmış olduğu dönem bu dönemde annelerin beslenmesine uyku düzenine dikkat etmeleri, güzel beslenmeleri ve egzersiz yapmaları çok önemli” şeklinde konuştu.
“Bebeğimizin sağlığı için çok güzel”
	Yeni doğum yapan Kübra Tekoluk, da siperlik uygulamasını güzel bulduğunu ifade ederek, “Günümüzde korona virüsle uğraştığımız bu dönemde bebeğimin sağlığı için çok önemli olduğunu düşünüyorum. Sadece hastanede değil de aşılarına, takiplerine geldiğimde de kullanabileceğim için çok memnunum. Hastanemize çok teşekkür ederim. Bebeğimizin sağlığı için çok güzel, çok ince bir düşünce. Sağlık çalışanlarımıza minnettarız” ifadelerini kullandı.
Neşra Durmaz - Bayram Türüdü
	 "
13,https://www.iha.com.tr/haber-epilepsi-nobeti-geciren-vatandasin-yardimina-astsubay-kostu-843787/,"
	Epilepsi rahatsızlığı yaşayan Mustafa Kezmez, Alaybey Mahallesi'ne gitmek üzere yeni otogar kavşağında araba beklemek için durdu. Birkaç dakika sonra nöbet geçiren Kezmez, bir anda yere yığıldı. O sırada yoldan geçerken duran bir askeri araçtan inen astsubay, yerde yatan adama ilk müdahaleyi yaptı. Hastanın nabzını yoklayarak, “İyi misiniz, nefes alabiliyor musunuz” diyen asker, ambulans gelene kadar yaşlı adamın başında bekledi.
	Astsubayın bu duyarlı davranışı vatandaşları bir hayli duygulandırırken, olay yerine gelen ambulansla Malkara Devlet Hastanesi'ne kaldırılan Mustafa Kezmez, tedavi altına alındı.
Hüseyin Tayyar
	 "
14,https://www.iha.com.tr/haber-yasa-takilmadan-emektar-eseginin-sirtinda-dolasiyor-843784/,"
	Yenipazar ilçesine bağlı kırsal Çavdar Mahallesi'nde yaşayan Raşit Erdem, gelişen teknolojiye rağmen geleneksel yaşamından hiç vazgeçmedi. Yarım asır öncesinde olduğu gibi ulaşımdan yük taşımaya kadar her işini emektar eşeğiyle yapan Raşit Erdem, korona virüs salgını nedeniyle getirilen 65 yaş ve üstü sokağa çıkma kısıtlamamasına takılmadığı bu günlerde de gününün bir kısmını yine eşeğinin üstünde geçiriyor.
	Teknolojinin yaygınlaşması ve motorlu ulaşım araçlarının çoğalmasına rağmen yeni düzene bir türlü alışamadığını belirten Raşit Erdem, doğal yaşamdan hiç vazgeçmediklerini söyledi. Bu saatten sonra yeni bir hayat düzenine de geçmek istemediğini ifade eden Erdem, eli ayağı tuttuğu sürece eşeği ile daha doğal bir hayat yaşamayı tercih ettiğini kaydederek; “Eskiden araziye de, çarşı pazara da eşeklerle gidilirdi. Şimdi herkesin altında araba var. Ben düzenimi hiç bozmadım. Zamandan kaybettim ama sağlığımdan kazandım. Halen ulaşım ve taşıma işlerini eşeğimle yapıyorum. Alıştığım için bu hayattan vazgeçemiyorum” dedi.
Mehmet Barlas
	 "
15,https://www.iha.com.tr/haber-bu-golun-kalbi-var-843780/,"
	Ezine ilçesine bağlı Dalyan köyünde bulunan kalp şeklindeki göl aşıkların uğrak yerlerinden biri olarak biliniyor. Bozcaada'nın tam karşısında denizin kıyısında bulunan tabiat harikası göl, yılın belli zamanlarında pembe renge dönüşerek keyfine doyumsuz bir manzara ortaya çıkartıyor. Göl bu özelliğiyle dünyadaki 8 pembe gölden biri olarak biliniyor. Bilhassa çiftler kalp şeklindeki gölü görmek için Dalyan köyüne geliyor. Troas antik kentinin o dönemki iç limanı olarak kullanılan göl bugün her gün çok sayıda turisti ağırlıyor. Kalp şeklindeki göl drone ile havadan görüntülenerek eşsiz güzelliği gün yüzüne çıktı.

	Kalp şeklindeki gölü eşleriyle beraber görmeye gelen vatandaşlar, “Böyle bir gölün varlığını öğrendikten sonra görmeye geldik. Burası hakikaten çok güzel. Tabiat harikası bir yer. Burada gün batımını izleyip eşimizle birlikte gölün etrafında gezinti yaptık. Herkese bu gölü görmeyi tavsiye ediyoruz” dediler.
Burak Türker - Cüneyt Önder"
16,https://www.iha.com.tr/haber-beylikduzunde-sokaklar-kuslara-kaldi-843778/,"
	Yeni tip korona virüse karşı vatandaşlar evde kalırken yoğunluğuyla öne çıkan birçok alan da boş kaldı. Beylikdüzü'nde de vatandaşlar dışarı çıkmayınca sokaklar ve parklar kuşlara kaldı. İlçede boş kalan bir parktaki ağacın dallarında bulunan yeşil renkleriyle hayran bırakan papağanlar ise dikkat çekti."
17,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,"
	Esenler Kemer Mahallesi'nde sahur vakti bir inşaatın istinat duvarının çökmesiyle çevredeki vatandaşlar da büyük korku yaşadı. Çökmenin yaşandığı inşaatın çevresindeki binalarda oturan vatandaşlar tahliye edildi.
	Olay sırasında büyük korku yaşadıklarını anlatan vatandaşlar, deprem olduğunu sandıklarını söyledi.
“Buranın tabanının temelleri sağlam olmadığı halde site yapmaya çalıştılar”
	Sahur sırasında yaşadığı korkuyu anlatan mahalle sakini Emre Özcan, “Herkes sahurdayken bir anda bomba patlar gibi oldu. Arka tarafta gördüğünüz binanın dış temelleri yıkılmaya geldi. Zaten ondan sonra herkes dışarıya çıkmaya başladı. AFAD zaten buradaydı önlemler alınmaya başlandı. Binalarda da çatlaklar var. Burayı kentsel dönüşüm adı altında siteye çevirdiler. Buranın tabanının temelleri sağlam olmadığı halde 20 katlı site yapmaya çalıştılar. Bizim zeminimiz de orayı kaldırmadığı için çöktü. Herkes çok korktu annem kriz geçirdi ambulans geldi. Sesi duyup 5-6 mahalle öteden bize telefon açtılar” dedi.
“Alt temelede bir koruma yapılmadan vurdular temelimizi patlattılar”
	Müteahhit ile yaşadıkları sorunlardan bahseden Kumru Özcan, “Apar topar yaptılar burayı. Şimdi hafriyat almaya bir sene geçti aradan. Hafriyat almadılar. Alt temeli de bir koruma yapılmadan vurdular temelimizi patlattılar. Biz durdurmaya çalıştık evinizin temeli patladığı için yıkılıyor evimiz dedik. Bize söylenen tek kelime şuydu, hiçbir şey yapamazsınız. Şuan evlerimizi boşalttık zaten” şeklinde konuştu.
“On apartman hasar görmüş, toplam 52 daire”
	Yaşanan çökmeyi deprem zannettiklerini söyleyen İmad Bayar, “Sahur saatlerinde bir gürültüyle hepimiz dışarıya fırladık. Baktık inşaat çökmüş binalar hasar görmüş. On apartman hasar görmüş, toplam 52 daire. Şuan hepsi oturulmaz hale geldiler. Bütün mahalle deprem sanıp dışarıya fırladı” ifadelerini kullandı.
Sümeyye İnal - Emre Baba"
18,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,"
	Gaziantep'te dün yaşanan kan donduran olayın ardından Anka Hastanesinde tedavi altına alınan yeni doğmuş kız bebeğin sağlık durumu ciddiyetini koruyor. Dün öğle saatlerinde Aydınlar Mahallesi'nde atık kağıt toplayan iki kardeş tarafından çöpte bulunan ve hemen Anka Hastanesine getirilen ykız bebek, Yenidoğan Yoğun Bakım Ünitesinde yaşam savaşı veriyor.
	Bebeğin tedavisinin devam ettiğini dile getiren Gaziantep Özel Anka Hastanesi Neonotoloji Uzmanı Profesör Doktor Ercan Sivaslı, “Bir günlük bir kız bebeği, çöp toplayıcı çocuklar tarafından hastanemizin acil servisinin önüne getirildi. Bebeğin ilk muayenesinde yüzünde ve vücudunda yaygın yara izleri ve çöpte oluştuğunu düşündüğümüz ezikler vardı. Bebeğin göbek bağı kesilmiş ve açık bir şekildeydi. 2 kilo 590 gram olan bebeğimizin özellikle mikroplu bir ortamda doğduğu için tetanos olma riski bulunuyor. Tetkikler ve tahlillerimiz devam ediyor. Şu an tek isteğimiz Yenidoğan Yoğun Bakım Ünitesinde tedaviye aldığımız bebeğimizi bir an önce sağlığına kavuşturmak” dedi.
Hemşireler bebeğe ‘Duru' adını verdi
	Yenidoğan bölümünde çalışan hemşireler, çöpe terk edildikten sonra bulunan ve tedavi altına alınan bebeğe gözleri gibi bakıyor. Bebeğin başından bir an olsun ayrılmayan hemşireler, bebeği sağlığına kavuşturmak için yoğun çaba gösteriyor. Bebeğin bu durumda olmasının kendilerini çok üzdüğünü belirten hemşireler, “Annesinin yokluğunu ona hissettirmemeye çalışıyoruz. Şu an tek isteğimiz bebeği sağlığına kavuşturmak. Ona, Duru ismini verdik. Duru bir güzelliği var. İnşallah bundan sonra hiç acı çekmez, kaderi güzel olur, iyi insanlarla karşılaşır"" ifadelerini kullandı.
Kağıt toplayıcılar ödüllendirildi
	Kağıt toplayan kardeşlerin buldukları bebeği monta sarıp hastaneye getirme ve doktorlara teslim etme anları Gaziantep Özel Anka Hastanesinin güvenlik kameralarına da yansıdı. Olayın ardından iki kardeş, Gaziantep Özel Anka Hastanesi Genel Müdürü Av. Dr. Cengiz Bayram tarafından duyarlılıkları için teşekkür edilerek ödüllendirildi. Konu ile ilgili açıklama yapan Bayram, “Duyarlı iki genç, çıplak ve kanlar içindeki bebeği hiç düşünmeden montlarına sarıp hastanemize getirmişler. İki kardeşin davranışı gerçekten takdir edilip, örnek alınmalı. Çünkü fark edilmese ya da önemsenmeseydi bir günlük bebek belki de çoktan hayatını kaybetmiş olacaktı” şeklinde konuştu
""Hayvanlar bile bebeğini çöpe terk etmez""
	Av. Dr. Bayram, ”Biz yaşadığımız çevre koşullarına ne yaptık ki bir anne gözünü kırpmadan, ölebileceğini bile bile bebeğini çöp konteynerine atıyor. Bunu doğada hiçbir hayvan yapmaz” diye konuştu."
19,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,"
	Korona virüs pandemisi sebebiyle ev ev dolaşarak bahşiş toplamaları yasaklanan Ramazan davulcularının durumu yerel belediyelere bırakılırken, Bursa'nın Kestel ilçesinde çocukluğundan beri davul çalan ve her sene Kestellileri sahura uyandıran Mehmet Coşkun, vatandaşların mağdur olmaması için tekrar sokaklara çıktı. Hiç bir ücret almadan gönüllü olarak gece vakti sokaklara çıkan ve Osmanlı Dönemi'nden beri gelenek haline gelen davulculuğu unutturmayan genç, eline aldığı davuluyla sokak sokak dolaşıyor.
	Kestellileri Bülent Ersoy şarkılarıyla sahura kaldıran genç adeta sokakta mini konser veriyor. Bu gönüllü davulcuyu ise vatandaşlar balkonlarında bekliyor. Mahalledeki vatandaşlar davulcunun yollarını balkonlara çıkarak bekliyor. Kendine özgü bir tarzıyla adeta mini bir Bülent Ersoy konseri veren davulcuyu, her gece dinlemek isteyen vatandaşlar, saat 24.00'dan itibaren balkonlara çıkarak davulcunun gelmesini bekliyor.
""Altı yaşımda davul çalmaya başladım""
	Çok küçük yaşlarda davul çalmaya başladığını söyleyen Mehmet Coşkun, "" 6 yaşında ağabeylerimi izlerken onları dinleyerek öğrendim davul çalmayı. 20 yıldır Bursa'nın Kestel İlçesinde davul çalıyorum. Her sene ramazan ayında ve düğünlerde davul çalıyorum ve işimi zevkle yapıyorum. "" dedi.

""Biz omuz omuza olduktan sonra bahşiş olmasa da olur""
	İnsanlara moral vermek için bu sene ücret almamasına rağmen davul çalmaya devam ettiğini söyleyen Coşkun, ""Ülkemiz zor durumlardan geçiyor, korona virüs salgını her yerde etkisini gösteriyor. Biz burada omuz omuza olduktan sonra bahşiş olmasa da olur, para bu işin en son kısmı. Ben bu davul işini para için değil isteyerek yapıyorum ve bu dönemde insanlara moral vermek için davul çalıyorum. Bu zor günleri hep beraber atlatacağız."" dedi.
""Davul çalarken bile Bülent Ersoy, her zaman Bülent Ersoy""
	Ramazan ayında mahalle sakinlerini çocukluğundan beri hayranı olduğu Bülent Ersoy şarkılarıyla sahura uyandıran Coşkun, ""Bülent Ersoy'un büyük hayranıyım. Bursa'ya ne zaman gelse bütün işlerimi bırakıp onu dinlemek için muhakkak giderim. Bülent Ersoy sevgisi de küçüklüğümden geliyor. Davul çalarken bile Bülent Ersoy her zaman Bülent Ersoy."" diye söyleyerek Bülent Ersoy'un nasıl bir hayranı olduğunu söyledi.
Fatih Çapkın - Hakan Gönül"
20,https://www.iha.com.tr/haber-ithal-cep-telefonlari-icin-yeni-karar-843768/,"
	Ticaret Bakanlığının İthalatta Gözetim Uygulamasına İlişkin Tebliğ'i Resmi Gazete'nin bugünkü sayısında yayımlandı. Buna göre; cep telefonu ithalatına, birim gümrük kıymeti adet başına 200 doların altında olanlar için gözetim uygulaması getirildi.
	Tebliğ, 'alıcısı bulunan verici portatif (Cellular) telsiz telefon cihazları' olarak tanımı yapılan eşyanın ithalatında söz konusu kıymetin altında olan eşya için uygulanacak. Gözetim uygulaması kapsamında, söz konusu ürün ancak bakanlıkça düzenlenecek gözetim belgesiyle ithal edilecek. Gözetim belgesi gümrük beyannamesinin tescilinde ilgili gümrük idaresince aranacak.
	Gözetim belgesi taleplerine ilişkin başvurular, Bakanlığın internet sitesinden e-İşlemler bölümündeki 'İthalat İşlemleri' kısmında elektronik imzayla yapılacak."
